n_neighbors,n_components,min_dist,metric,min_cluster_size,min_samples,hdbscan_metric,cluster_selection_method,prediction_data,n_topics,silhouette,diversity,coherence_cv,silhouette_norm,diversity_norm,coherence_cv_norm,score_sdc,score_sc
15,3,0.0,cosine,200,5,euclidean,eom,True,81,0.1077,0.6728,0.6917,0.6357320099255582,0.7180465471194198,0.6842543737850597,0.6793443102766793,0.659993191855309
15,3,0.0,cosine,200,10,euclidean,eom,True,78,0.1039,0.6705,0.6958,0.6168734491315137,0.7092712705074398,0.6956400999722299,0.6739282732037278,0.6562567745518717
15,3,0.0,cosine,200,20,euclidean,eom,True,69,0.1091,0.6652,0.7046,0.6426799007444168,0.6890499809233117,0.7200777561788392,0.6839358792821892,0.681378828461628
15,5,0.0,cosine,10,5,euclidean,eom,True,1018,0.0792,0.7247,0.4804,0.49429280397022335,0.916062571537581,0.09747292418772568,0.5026094332318434,0.2958828640789745
15,5,0.0,cosine,10,10,euclidean,eom,True,789,0.0873,0.707,0.5049,0.5344913151364764,0.8485310950019075,0.16550958067203564,0.5161773302701399,0.350000447904256
15,5,0.0,cosine,10,20,euclidean,eom,True,468,0.0898,0.6571,0.5522,0.5468982630272953,0.658145745898512,0.29686198278256054,0.5006353305694559,0.42188012290492793
15,5,0.0,cosine,20,5,euclidean,eom,True,541,0.0813,0.6529,0.5402,0.5047146401985111,0.6421213277375049,0.2635379061371842,0.4701246246910668,0.38412627316784764
15,5,0.0,cosine,20,10,euclidean,eom,True,477,0.0883,0.6463,0.5462,0.539454094292804,0.616940099198779,0.28019994445987234,0.4788647126504851,0.40982701937633814
15,5,0.0,cosine,20,20,euclidean,eom,True,406,0.0926,0.632,0.5712,0.5607940446650124,0.5623807706982068,0.3496251041377397,0.49093330650031963,0.455209574401376
15,5,0.0,cosine,30,5,euclidean,eom,True,370,0.0968,0.6384,0.5746,0.5816377171215881,0.5867989317054558,0.3590669258539295,0.5091678582269911,0.4703523214877588
15,5,0.0,cosine,30,10,euclidean,eom,True,339,0.0914,0.6351,0.5834,0.5548387096774193,0.574208317436093,0.38350458206053883,0.5041838697246837,0.4691716458689791
15,5,0.0,cosine,30,20,euclidean,eom,True,297,0.0907,0.6162,0.6005,0.5513647642679901,0.5020984357115603,0.4309913912802001,0.49481819708658353,0.49117807777409506
15,5,0.0,cosine,50,5,euclidean,eom,True,228,0.0969,0.6439,0.607,0.5821339950372209,0.6077832888210607,0.44904193279644544,0.546319738884909,0.5155879639168331
15,5,0.0,cosine,50,10,euclidean,eom,True,209,0.0912,0.6373,0.6176,0.5538461538461539,0.5826020602823349,0.4784782004998613,0.5383088048761168,0.5161621771730076
15,5,0.0,cosine,50,20,euclidean,eom,True,197,0.1108,0.6325,0.6257,0.6511166253101736,0.5642884395268979,0.5009719522354903,0.5721256723575205,0.5760442887728319
15,5,0.0,cosine,75,5,euclidean,eom,True,155,0.1059,0.6368,0.6482,0.6267990074441687,0.5806943914536438,0.5634545959455707,0.5903159982811278,0.5951268016948696
15,5,0.0,cosine,75,10,euclidean,eom,True,160,0.0988,0.635,0.6501,0.5915632754342431,0.5738267836703548,0.5687309080810886,0.5780403223952288,0.5801470917576659
15,5,0.0,cosine,75,20,euclidean,eom,True,141,0.1122,0.6383,0.6669,0.6580645161290322,0.5864173979397176,0.6153846153846155,0.6199555098177885,0.6367245657568239
15,5,0.0,cosine,100,5,euclidean,eom,True,127,0.1136,0.6465,0.6744,0.6650124069478908,0.6177031667302555,0.6362121632879756,0.6396425789887074,0.6506122851179332
15,5,0.0,cosine,100,10,euclidean,eom,True,127,0.1027,0.6394,0.6762,0.6109181141439206,0.5906142693628385,0.6412107747847821,0.6142477194305137,0.6260644444643513
15,5,0.0,cosine,100,20,euclidean,eom,True,113,0.1044,0.6496,0.6709,0.6193548387096774,0.6295307134681417,0.6264926409330743,0.6251260643702978,0.6229237398213758
15,5,0.0,cosine,150,5,euclidean,eom,True,90,0.106,0.6822,0.6887,0.6272952853598015,0.7539107210988173,0.6759233546237156,0.6857097870274448,0.6516093199917585
15,5,0.0,cosine,150,10,euclidean,eom,True,91,0.0987,0.6879,0.695,0.5910669975186104,0.7756581457458983,0.693418494862538,0.6867145460423489,0.6422427461905742
15,5,0.0,cosine,150,20,euclidean,eom,True,85,0.1105,0.6765,0.6927,0.6496277915632754,0.7321632964517358,0.6870313801721744,0.6896074893957286,0.668329585867725
15,5,0.0,cosine,200,5,euclidean,eom,True,37,-0.0106,0.5135,0.778,0.04863523573200993,0.11026325829835931,0.9239100249930575,0.3609361730078089,0.4862726303625337
15,5,0.0,cosine,200,10,euclidean,eom,True,38,-0.0204,0.5079,0.7906,0.0,0.08889736741701655,0.9589003054707025,0.349265890962573,0.47945015273535124
15,5,0.0,cosine,200,20,euclidean,eom,True,69,0.1168,0.6942,0.7085,0.6808933002481389,0.7996947729874094,0.7309080810885865,0.7371653847747116,0.7059006906683627
15,10,0.0,cosine,10,5,euclidean,eom,True,1048,0.0848,0.7313,0.4795,0.5220843672456575,0.9412438000763065,0.09497361843932242,0.5194339285870955,0.30852899284248997
15,10,0.0,cosine,10,10,euclidean,eom,True,801,0.084,0.7135,0.5059,0.5181141439205955,0.8733307897748951,0.16828658705915034,0.5199105069182136,0.3432003654898729
15,10,0.0,cosine,10,20,euclidean,eom,True,471,0.0987,0.6709,0.5438,0.5910669975186104,0.7107974055703932,0.2735351291307969,0.5251331774066003,0.43230106332470364
15,10,0.0,cosine,20,5,euclidean,eom,True,560,0.0859,0.6675,0.5304,0.5275434243176179,0.6978252575352918,0.23632324354346015,0.48723064179878994,0.381933333930539
15,10,0.0,cosine,20,10,euclidean,eom,True,501,0.1032,0.6545,0.5452,0.6133995037220843,0.6482258679893169,0.27742293807275764,0.5130161032613864,0.44541122089742097
15,10,0.0,cosine,20,20,euclidean,eom,True,411,0.1082,0.6509,0.5629,0.638213399503722,0.6344906524227395,0.3265759511246875,0.533093334350383,0.48239467531420477
15,10,0.0,cosine,30,5,euclidean,eom,True,376,0.1004,0.6484,0.5645,0.5995037220843672,0.6249523082792826,0.33101916134407117,0.5184917305692404,0.4652614417142192
15,10,0.0,cosine,30,10,euclidean,eom,True,315,0.1003,0.6263,0.5884,0.5990074441687344,0.5406333460511253,0.39738961399611233,0.5123434680719907,0.49819852908242335
15,10,0.0,cosine,30,20,euclidean,eom,True,285,0.1114,0.6214,0.6021,0.6540942928039701,0.5219381915299502,0.4354346014995834,0.5371556952778346,0.5447644471517767
15,10,0.0,cosine,50,5,euclidean,eom,True,228,0.1009,0.6535,0.6102,0.601985111662531,0.6444105303319342,0.45792835323521236,0.5681079984098926,0.5299567324488716
15,10,0.0,cosine,50,10,euclidean,eom,True,210,0.105,0.6395,0.6208,0.6223325062034739,0.5909958031285767,0.48736462093862826,0.5668976434235596,0.5548485635710511
15,10,0.0,cosine,50,20,euclidean,eom,True,180,0.1207,0.6389,0.6326,0.7002481389578163,0.5887066005341474,0.5201332963065817,0.6030293452661818,0.610190717632199
15,10,0.0,cosine,75,5,euclidean,eom,True,158,0.0988,0.6614,0.6435,0.5915632754342431,0.6745516978252575,0.5504026659261315,0.6055058797285441,0.5709829706801873
15,10,0.0,cosine,75,10,euclidean,eom,True,145,0.1034,0.66,0.6396,0.6143920595533499,0.6692102251049219,0.5395723410163842,0.6077248752248853,0.576982200284867
15,10,0.0,cosine,75,20,euclidean,eom,True,133,0.1024,0.6451,0.6664,0.6094292803970224,0.6123616940099199,0.613996112191058,0.6119290288660001,0.6117126962940402
15,10,0.0,cosine,100,5,euclidean,eom,True,125,0.1152,0.6664,0.6641,0.6729528535980148,0.6936283861121708,0.6076089975006943,0.6580634124036266,0.6402809255493546
15,10,0.0,cosine,100,10,euclidean,eom,True,116,0.1125,0.6672,0.6604,0.6595533498759306,0.6966806562380771,0.5973340738683699,0.6511893599941259,0.6284437118721502
15,10,0.0,cosine,100,20,euclidean,eom,True,107,0.1143,0.6589,0.6778,0.66848635235732,0.6650133536818009,0.6456539850041654,0.6597178970144287,0.6570701686807427
15,10,0.0,cosine,150,5,euclidean,eom,True,38,0.004,0.5211,0.7881,0.12109181141439206,0.13925982449446786,0.9519577895029159,0.4041031418039253,0.5365248004586539
15,10,0.0,cosine,150,10,euclidean,eom,True,38,0.0059,0.5237,0.7737,0.13052109181141439,0.149179702403663,0.9119688975284644,0.39722323058118064,0.5212449946699395
15,10,0.0,cosine,150,20,euclidean,eom,True,41,-0.0091,0.5098,0.7837,0.05607940446650124,0.09614650896604368,0.9397389613996111,0.36398829161071866,0.4979091829330562
15,10,0.0,cosine,200,5,euclidean,eom,True,35,0.0208,0.5514,0.7942,0.2044665012406948,0.25486455551316295,0.9688975284643155,0.4760761950727244,0.5866820148525052
15,10,0.0,cosine,200,10,euclidean,eom,True,35,0.0212,0.5486,0.796,0.20645161290322578,0.24418161007249137,0.973896139961122,0.4748431209789464,0.5901738764321739
15,10,0.0,cosine,200,20,euclidean,eom,True,36,0.0219,0.5528,0.7873,0.2099255583126551,0.26020602823349853,0.949736184393224,0.47328925697979257,0.5798308713529395
30,3,0.0,cosine,10,5,euclidean,eom,True,911,0.0606,0.7446,0.4564,0.401985111662531,0.9919877909194964,0.030824770896973056,0.4749325578263335,0.21640494127975202
30,3,0.0,cosine,10,10,euclidean,eom,True,642,0.0736,0.7033,0.5084,0.46650124069478904,0.8344143456695918,0.17522910302693692,0.4920482297971059,0.320865171860863
30,3,0.0,cosine,10,20,euclidean,eom,True,381,0.0711,0.652,0.554,0.4540942928039702,0.6386875238458604,0.301860594279367,0.46488080364306583,0.3779774435416686
30,3,0.0,cosine,20,5,euclidean,eom,True,488,0.0773,0.6662,0.5189,0.48486352357320095,0.6928653185806944,0.20438767009164135,0.4607055040818456,0.34462559683242117
30,3,0.0,cosine,20,10,euclidean,eom,True,390,0.0888,0.6379,0.5613,0.5419354838709677,0.5848912628767646,0.3221327409053042,0.4829864958843455,0.43203411238813594
30,3,0.0,cosine,20,20,euclidean,eom,True,327,0.0896,0.6141,0.5916,0.5459057071960297,0.4940862266310568,0.40627603443487925,0.4820893227539886,0.4760908708154545
30,3,0.0,cosine,30,5,euclidean,eom,True,341,0.0791,0.6364,0.5574,0.49379652605459057,0.5791682563906905,0.31130241599555686,0.4614223994802793,0.4025494710250737
30,3,0.0,cosine,30,10,euclidean,eom,True,283,0.0886,0.611,0.6052,0.5409429280397022,0.4822586798931705,0.4440433212996389,0.48908164307750385,0.49249312466967055
30,3,0.0,cosine,30,20,euclidean,eom,True,265,0.096,0.6075,0.6091,0.577667493796526,0.4689049980923313,0.45487364620938625,0.5004820460327479,0.5162705700029562
30,3,0.0,cosine,50,5,euclidean,eom,True,220,0.0771,0.615,0.6192,0.4838709677419355,0.4975200305227012,0.4829214107192446,0.4881041363279604,0.48339618923059
30,3,0.0,cosine,50,10,euclidean,eom,True,191,0.0832,0.6204,0.6213,0.5141439205955335,0.5181228538725675,0.4887531241321854,0.5070066328667622,0.5014485223638594
30,3,0.0,cosine,50,20,euclidean,eom,True,182,0.0774,0.6049,0.6343,0.48535980148883373,0.4589851201831362,0.5248542071646765,0.4897330429455488,0.5051070043267551
30,3,0.0,cosine,75,5,euclidean,eom,True,159,0.0852,0.6252,0.629,0.5240694789081886,0.5364364746280045,0.5101360733129686,0.523547342283054,0.5171027761105786
30,3,0.0,cosine,75,10,euclidean,eom,True,146,0.0952,0.6103,0.6539,0.573697270471464,0.4795879435330025,0.5792835323521245,0.5441895821188636,0.5764904014117942
30,3,0.0,cosine,75,20,euclidean,eom,True,135,0.0944,0.6119,0.6714,0.569727047146402,0.48569248378481494,0.6278811441266315,0.5611002250192828,0.5988040956365168
30,3,0.0,cosine,100,5,euclidean,eom,True,125,0.0948,0.6216,0.6711,0.571712158808933,0.5227012590614271,0.6270480422104971,0.5738204866936191,0.599380100509715
30,3,0.0,cosine,100,10,euclidean,eom,True,125,0.0992,0.6232,0.6677,0.5935483870967742,0.5288057993132391,0.617606220494307,0.5799868023014402,0.6055773037955405
30,3,0.0,cosine,100,20,euclidean,eom,True,115,0.0975,0.6104,0.6763,0.5851116625310173,0.4799694772987411,0.6414884754234935,0.5688565384177506,0.6133000689772554
30,3,0.0,cosine,150,5,euclidean,eom,True,89,0.1052,0.6517,0.6977,0.6233250620347394,0.6375429225486453,0.7009164121077478,0.6539281322303775,0.6621207370712436
30,3,0.0,cosine,150,10,euclidean,eom,True,84,0.1089,0.6738,0.7047,0.6416873449131513,0.7218618847768025,0.7203554568175506,0.6946348955025013,0.681021400865351
30,3,0.0,cosine,150,20,euclidean,eom,True,79,0.1169,0.6544,0.7033,0.6813895781637717,0.6478443342235787,0.7164676478755903,0.6819005200876469,0.698928613019681
30,3,0.0,cosine,200,5,euclidean,eom,True,73,0.1084,0.6616,0.7219,0.6392059553349876,0.6753147653567338,0.7681199666759233,0.6942135624558815,0.7036629610054554
30,3,0.0,cosine,200,10,euclidean,eom,True,74,0.1087,0.6703,0.7172,0.6406947890818858,0.7085082029759634,0.7550680366564841,0.7014236762381111,0.697881412869185
30,3,0.0,cosine,200,20,euclidean,eom,True,70,0.0999,0.6614,0.7136,0.5970223325062035,0.6745516978252575,0.7450708136628714,0.6722149479981109,0.6710465730845374
30,5,0.0,cosine,10,5,euclidean,eom,True,819,0.1014,0.7327,0.4866,0.6044665012406948,0.9465852727966425,0.11469036378783672,0.555247379275058,0.35957843251426574
30,5,0.0,cosine,10,10,euclidean,eom,True,637,0.0954,0.698,0.5216,0.5746898263027295,0.8141930560854633,0.2118855873368508,0.5335894899083479,0.39328770681979014
30,5,0.0,cosine,10,20,euclidean,eom,True,390,0.1299,0.6559,0.5576,0.7459057071960297,0.6535673407096529,0.31185781727297973,0.5704436217262208,0.5288817622345047
30,5,0.0,cosine,20,5,euclidean,eom,True,472,0.0952,0.6682,0.5381,0.573697270471464,0.7004959938954598,0.2577061927242434,0.5106331523637224,0.41570173159785373
30,5,0.0,cosine,20,10,euclidean,eom,True,392,0.1204,0.6505,0.5687,0.698759305210918,0.6329645173597862,0.3426825881699528,0.5581354702468856,0.5207209466904354
30,5,0.0,cosine,20,20,euclidean,eom,True,345,0.1369,0.6339,0.5894,0.7806451612903225,0.5696299122472339,0.40016662038322703,0.5834805646402611,0.5904058908367747
30,5,0.0,cosine,30,5,euclidean,eom,True,322,0.1199,0.6385,0.5846,0.6962779156327543,0.587180465471194,0.3868369897250764,0.5567651236096749,0.5415574526789153
30,5,0.0,cosine,30,10,euclidean,eom,True,288,0.124,0.6233,0.6127,0.7166253101736972,0.5291873330789774,0.46487086920299925,0.5702278374852247,0.5907480896883482
30,5,0.0,cosine,30,20,euclidean,eom,True,263,0.1265,0.6072,0.624,0.7290322580645161,0.4677603967951162,0.4962510413773952,0.5643478987456758,0.6126416497209557
30,5,0.0,cosine,50,5,euclidean,eom,True,203,0.1103,0.6355,0.634,0.6486352357320098,0.575734452499046,0.5240211052485422,0.582796931159866,0.586328170490276
30,5,0.0,cosine,50,10,euclidean,eom,True,187,0.1165,0.6203,0.6516,0.6794044665012408,0.5177413201068293,0.5728964176617605,0.5900140680899435,0.6261504420815006
30,5,0.0,cosine,50,20,euclidean,eom,True,176,0.1164,0.6193,0.6595,0.678908188585608,0.5139259824494466,0.5948347681199666,0.5958896463850071,0.6368714783527873
30,5,0.0,cosine,75,5,euclidean,eom,True,153,0.1243,0.6392,0.6575,0.7181141439205955,0.589851201831362,0.5892807553457372,0.6324153670325648,0.6536974496331663
30,5,0.0,cosine,75,10,euclidean,eom,True,139,0.1226,0.6324,0.6636,0.7096774193548387,0.5639069057611596,0.6062204943071369,0.6266016064743783,0.6579489568309878
30,5,0.0,cosine,75,20,euclidean,eom,True,132,0.1192,0.6364,0.673,0.6928039702233251,0.5791682563906905,0.6323243543460151,0.6347655269866769,0.6625641622846701
30,5,0.0,cosine,100,5,euclidean,eom,True,122,0.1309,0.6328,0.681,0.7508684863523573,0.565433040824113,0.6545404054429327,0.6569473108731343,0.702704445897645
30,5,0.0,cosine,100,10,euclidean,eom,True,114,0.1247,0.6456,0.6735,0.7200992555831265,0.614269362838611,0.6337128575395723,0.6560271586537699,0.6769060565613494
30,5,0.0,cosine,100,20,euclidean,eom,True,110,0.1283,0.6391,0.6786,0.7379652605459056,0.5894696680656237,0.6478755901138572,0.6584368395751289,0.6929204253298814
30,5,0.0,cosine,150,5,euclidean,eom,True,83,0.1169,0.6639,0.6968,0.6813895781637717,0.6840900419687144,0.6984171063593446,0.6879655754972768,0.6899033422615581
30,5,0.0,cosine,150,10,euclidean,eom,True,81,0.1328,0.6716,0.7077,0.7602977667493797,0.7134681419305607,0.7286864759788948,0.7341507948862783,0.7444921213641372
30,5,0.0,cosine,150,20,euclidean,eom,True,81,0.1425,0.6654,0.7084,0.8084367245657568,0.6898130484547882,0.7306303804498752,0.7429600511568067,0.769533552507816
30,5,0.0,cosine,200,5,euclidean,eom,True,37,-0.0113,0.5162,0.7663,0.045161290322580656,0.12056466997329268,0.8914190502638155,0.35238167018656297,0.4682901702931981
30,5,0.0,cosine,200,10,euclidean,eom,True,68,0.1213,0.6691,0.7173,0.7032258064516128,0.7039297977871042,0.7553457372951959,0.7208337805113043,0.7292857718734044
30,5,0.0,cosine,200,20,euclidean,eom,True,66,0.1441,0.6864,0.7132,0.8163771712158808,0.7699351392598245,0.7439600111080255,0.7767574405279102,0.7801685911619531
30,10,0.0,cosine,10,5,euclidean,eom,True,875,0.0976,0.7289,0.4877,0.5856079404466501,0.9320869896985882,0.11774507081366299,0.5451466669863004,0.35167650563015657
30,10,0.0,cosine,10,10,euclidean,eom,True,658,0.0979,0.7071,0.5216,0.5870967741935483,0.8489126287676456,0.2118855873368508,0.5492983300993483,0.39949118076519957
30,10,0.0,cosine,10,20,euclidean,eom,True,396,0.1175,0.6581,0.566,0.6843672456575681,0.6619610835558947,0.335184670924743,0.560504333379402,0.5097759582911556
30,10,0.0,cosine,20,5,euclidean,eom,True,457,0.0959,0.6545,0.546,0.5771712158808933,0.6482258679893169,0.27964454318244947,0.5016805423508865,0.42840787953167137
30,10,0.0,cosine,20,10,euclidean,eom,True,410,0.1087,0.6529,0.5679,0.6406947890818858,0.6421213277375049,0.34046098306026096,0.5410923666265505,0.4905778860710734
30,10,0.0,cosine,20,20,euclidean,eom,True,330,0.1111,0.6288,0.5933,0.6526054590570719,0.5501716901945823,0.41099694529297437,0.537924698181543,0.5318012021750231
30,10,0.0,cosine,30,5,euclidean,eom,True,315,0.1171,0.6257,0.587,0.6823821339950372,0.538344143456696,0.39350180505415155,0.5380760275019615,0.5379419695245944
30,10,0.0,cosine,30,10,euclidean,eom,True,297,0.1376,0.6239,0.6124,0.7841191066997518,0.5314765356734071,0.46403776728686497,0.5932111365533413,0.6240784369933083
30,10,0.0,cosine,30,20,euclidean,eom,True,250,0.1145,0.5952,0.629,0.6694789081885857,0.421976344906524,0.5101360733129686,0.5338637754693595,0.5898074907507771
30,10,0.0,cosine,50,5,euclidean,eom,True,189,0.1112,0.6249,0.637,0.6531017369727047,0.5352918733307898,0.5323521244098862,0.5735819115711269,0.5927269306912955
30,10,0.0,cosine,50,10,euclidean,eom,True,184,0.118,0.6223,0.6451,0.6868486352357319,0.5253719954215946,0.5548458761455152,0.5890221689342806,0.6208472556906235
30,10,0.0,cosine,50,20,euclidean,eom,True,171,0.1193,0.6216,0.6546,0.6933002481389577,0.5227012590614271,0.5812274368231046,0.5990763146744964,0.6372638424810312
30,10,0.0,cosine,75,5,euclidean,eom,True,139,0.1342,0.6482,0.6534,0.7672456575682383,0.6241892407478061,0.577895029158567,0.6564433091582038,0.6725703433634027
30,10,0.0,cosine,75,10,euclidean,eom,True,143,0.1468,0.6462,0.6576,0.8297766749379653,0.6165585654330408,0.5895584559844487,0.678631232118485,0.709667565461207
30,10,0.0,cosine,75,20,euclidean,eom,True,135,0.1238,0.6296,0.6738,0.7156327543424317,0.5532239603204885,0.6345459594557067,0.6344675580395424,0.6750893568990692
30,10,0.0,cosine,100,5,euclidean,eom,True,114,0.1386,0.6596,0.663,0.7890818858560794,0.6676840900419685,0.6045542904748682,0.6871067554576387,0.6968180881654737
30,10,0.0,cosine,100,10,euclidean,eom,True,103,0.1477,0.6544,0.6815,0.83424317617866,0.6478443342235787,0.6559289086364899,0.7126721396795762,0.7450860424075749
30,10,0.0,cosine,100,20,euclidean,eom,True,107,0.1356,0.6636,0.6842,0.7741935483870968,0.6829454406714992,0.6634268258816997,0.7068552716467652,0.7188101871343981
30,10,0.0,cosine,150,5,euclidean,eom,True,86,0.1481,0.6907,0.6883,0.8362282878411911,0.7863410911865699,0.6748125520688698,0.7657939770322103,0.7555204199550305
30,10,0.0,cosine,150,10,euclidean,eom,True,79,0.1435,0.6886,0.695,0.8133995037220842,0.7783288821060663,0.693418494862538,0.7617156268968962,0.7534089992923112
30,10,0.0,cosine,150,20,euclidean,eom,True,85,0.1496,0.6976,0.7008,0.8436724565756824,0.8126669210225104,0.7095251319078033,0.7886215031686653,0.7765987942417428
30,10,0.0,cosine,200,5,euclidean,eom,True,59,0.1303,0.6661,0.7202,0.7478908188585608,0.6924837848149562,0.7633990558178283,0.7345912198304484,0.7556449373381946
30,10,0.0,cosine,200,10,euclidean,eom,True,59,0.1437,0.6746,0.7278,0.8143920595533498,0.7249141549027087,0.7845043043599,0.7746035062719862,0.7994481819566249
30,10,0.0,cosine,200,20,euclidean,eom,True,62,0.1718,0.6984,0.7249,0.9538461538461538,0.8157191911484166,0.7764509858372673,0.8486721102772793,0.8651485698417105
50,3,0.0,cosine,10,5,euclidean,eom,True,832,0.0686,0.7435,0.4547,0.4416873449131513,0.9877909194963755,0.02610386003887814,0.4851940414828016,0.23389560247601474
50,3,0.0,cosine,10,10,euclidean,eom,True,552,0.0829,0.696,0.5153,0.5126550868486353,0.806562380770698,0.19439044709802833,0.5045359715724538,0.3535227669733318
50,3,0.0,cosine,10,20,euclidean,eom,True,351,0.1073,0.6527,0.5727,0.6337468982630273,0.641358260206028,0.3537906137184116,0.5429652573958222,0.49376875599071945
50,3,0.0,cosine,20,5,euclidean,eom,True,439,0.0868,0.6563,0.5405,0.5320099255583126,0.6550934757726058,0.26437100805331853,0.48382480312807896,0.3981904668058156
50,3,0.0,cosine,20,10,euclidean,eom,True,339,0.0959,0.633,0.5721,0.5771712158808933,0.5661961083555894,0.3521244098861429,0.4984972447075418,0.4646478128835181
50,3,0.0,cosine,20,20,euclidean,eom,True,307,0.1067,0.6225,0.6038,0.6307692307692306,0.5261350629530716,0.44015551235767847,0.5323532686933269,0.5354623715634546
50,3,0.0,cosine,30,5,euclidean,eom,True,296,0.0885,0.6328,0.5832,0.5404466501240694,0.565433040824113,0.38294918078311596,0.4962762905770995,0.46169791545359273
50,3,0.0,cosine,30,10,euclidean,eom,True,270,0.0989,0.63,0.6033,0.5920595533498759,0.5547500953834414,0.438767009164121,0.5285255526324795,0.5154132812569985
50,3,0.0,cosine,30,20,euclidean,eom,True,239,0.095,0.6046,0.625,0.5727047146401985,0.4578405188859215,0.4990280477645099,0.5098577604302099,0.5358663812023542
50,3,0.0,cosine,50,5,euclidean,eom,True,206,0.0906,0.616,0.6231,0.5508684863523573,0.501335368180084,0.49375173562899194,0.5153185300538111,0.5223101109906746
50,3,0.0,cosine,50,10,euclidean,eom,True,195,0.1005,0.6144,0.6407,0.6,0.49523082792827144,0.5426270480422106,0.545952625323494,0.5713135240211054
50,3,0.0,cosine,50,20,euclidean,eom,True,173,0.1008,0.6208,0.649,0.6014888337468982,0.5196489889355208,0.5656762010552625,0.5622713412458938,0.5835825174010804
50,3,0.0,cosine,75,5,euclidean,eom,True,153,0.0913,0.6248,0.6487,0.5543424317617867,0.5349103395650515,0.5648430991391282,0.5513652901553221,0.5595927654504574
50,3,0.0,cosine,75,10,euclidean,eom,True,154,0.0969,0.6221,0.6439,0.5821339950372209,0.5246089278901183,0.5515134684809776,0.5527521304694388,0.5668237317590992
