n_neighbors,n_components,min_dist,metric,min_cluster_size,min_samples,hdbscan_metric,cluster_selection_method,prediction_data,n_topics,silhouette,diversity,coherence_cv,silhouette_norm,diversity_norm,coherence_cv_norm,score_sdc,score_sc
15,5,0.0,cosine,30,20,euclidean,eom,True,317,0.0935,0.6145,0.6044,0.7129909365558913,0.672490157480315,0.4378317965912268,0.6077709635424777,0.5754113665735591
15,5,0.0,cosine,50,5,euclidean,eom,True,227,0.0907,0.6388,0.6356,0.7009063444108761,0.7322834645669292,0.5250069851913944,0.6527322647230666,0.6129566648011353
15,5,0.0,cosine,50,10,euclidean,eom,True,91,-0.0659,0.3527,0.7756,0.02503236944324557,0.02829724409448821,0.9161777032690694,0.32316910560226775,0.4706050363561575
15,5,0.0,cosine,50,20,euclidean,eom,True,202,0.0938,0.6163,0.6496,0.7142857142857142,0.6769192913385825,0.5641240569991617,0.6517763542078195,0.6392048856424379
15,5,0.0,cosine,75,5,euclidean,eom,True,152,0.0855,0.6382,0.6692,0.6784635304272766,0.7308070866141732,0.6188879575300364,0.6760528581904954,0.6486757439786566
15,5,0.0,cosine,75,10,euclidean,eom,True,65,-0.046,0.3938,0.7787,0.11091929218817435,0.12942913385826765,0.9248393405979323,0.3883959222147914,0.5178793163930533
15,5,0.0,cosine,75,20,euclidean,eom,True,69,-0.0578,0.3913,0.7705,0.05999136814846785,0.12327755905511804,0.9019279128248113,0.3617322800094658,0.4809596404866396
15,5,0.0,cosine,100,5,euclidean,eom,True,117,0.1059,0.6615,0.674,0.7665084160552437,0.7881397637795274,0.6322995250069854,0.7289825682805855,0.6994039705311146
15,5,0.0,cosine,100,10,euclidean,eom,True,53,-0.034,0.4245,0.7916,0.16271040138109621,0.20497047244094482,0.9608829281922324,0.4428546006714245,0.5617966647866643
15,5,0.0,cosine,100,20,euclidean,eom,True,57,-0.0399,0.4263,0.7838,0.13724643936124298,0.2093996062992126,0.9390891310421907,0.4285783922342154,0.5381677852017168
15,5,0.0,cosine,150,5,euclidean,eom,True,46,-0.0314,0.4761,0.7924,0.17393180837289599,0.3319389763779528,0.9631181894383907,0.48966299139641317,0.5685249989056433
15,5,0.0,cosine,150,10,euclidean,eom,True,45,-0.0313,0.4489,0.7777,0.17436340094950364,0.26500984251968507,0.9220452640402346,0.4538061691698078,0.5482043324948691
15,5,0.0,cosine,150,20,euclidean,eom,True,45,-0.0301,0.4556,0.7863,0.17954251186879583,0.281496062992126,0.9460743224364349,0.46903763243245217,0.5628084171526153
15,5,0.0,cosine,200,5,euclidean,eom,True,40,-0.0324,0.49,0.7779,0.16961588260681915,0.3661417322834645,0.9226040793517744,0.4861205647473527,0.5461099809792967
15,5,0.0,cosine,200,10,euclidean,eom,True,38,-0.0331,0.4816,0.7704,0.1665947345705654,0.3454724409448818,0.9016485051690416,0.47123856022816285,0.5341216198698036
15,5,0.0,cosine,200,20,euclidean,eom,True,39,-0.0313,0.4872,0.7708,0.17436340094950364,0.35925196850393704,0.9027661357921208,0.47879383508185386,0.5385647683708122
15,10,0.0,cosine,10,5,euclidean,eom,True,989,0.0934,0.7238,0.4748,0.7125593439792834,0.9414370078740156,0.0757194747136072,0.5765719421889688,0.3941394093464453
15,10,0.0,cosine,10,10,euclidean,eom,True,772,0.0963,0.6984,0.5049,0.7250755287009062,0.8789370078740157,0.15982117910030744,0.5879445718917431,0.44244835390060683
15,10,0.0,cosine,10,20,euclidean,eom,True,480,0.0957,0.6613,0.5447,0.7224859732412602,0.7876476377952755,0.27102542609667496,0.5937196790444036,0.4967556996689676
15,10,0.0,cosine,20,5,euclidean,eom,True,560,0.0932,0.66,0.5305,0.7116961588260681,0.7844488188976377,0.23134953897736793,0.5758315055670246,0.47152284890171803
15,10,0.0,cosine,20,10,euclidean,eom,True,494,0.0985,0.6451,0.5521,0.7345705653862754,0.7477854330708661,0.29170159262363804,0.5913525303602598,0.5131360790049567
15,10,0.0,cosine,20,20,euclidean,eom,True,418,0.1015,0.6356,0.572,0.7475183426845059,0.7244094488188977,0.34730371612182165,0.6064105025417418,0.5474110294031638
15,10,0.0,cosine,30,5,euclidean,eom,True,386,0.0961,0.6282,0.5759,0.7242123435476909,0.7062007874015747,0.35820061469684267,0.5962045818820361,0.5412064791222668
15,10,0.0,cosine,30,10,euclidean,eom,True,357,0.094,0.6207,0.5874,0.7151488994389297,0.6877460629921259,0.39033249511036616,0.5977424858471406,0.5527406972746479
15,10,0.0,cosine,30,20,euclidean,eom,True,322,0.0996,0.6155,0.6039,0.7393180837289598,0.6749507874015749,0.43643475831237777,0.6169012098143042,0.5878764210206688
15,10,0.0,cosine,50,5,euclidean,eom,True,234,0.1202,0.6325,0.6294,0.8282261545101425,0.7167814960629919,0.5076837105336686,0.6842304537022676,0.6679549325219055
15,10,0.0,cosine,50,10,euclidean,eom,True,214,0.1148,0.6262,0.6426,0.8049201553733275,0.701279527559055,0.5445655210952779,0.6835884013425534,0.6747428382343027
15,10,0.0,cosine,50,20,euclidean,eom,True,199,0.1227,0.6276,0.6525,0.8390159689253345,0.704724409448819,0.5722268790164851,0.7053224191302129,0.7056214239709098
15,10,0.0,cosine,75,5,euclidean,eom,True,70,-0.0522,0.3957,0.7734,0.08416055243849804,0.13410433070866137,0.9100307348421347,0.37609853932976467,0.4970956436403164
15,10,0.0,cosine,75,10,euclidean,eom,True,69,-0.0492,0.3957,0.7649,0.09710832973672852,0.13410433070866137,0.8862810841017045,0.37249791484903144,0.4916947069192165
15,10,0.0,cosine,75,20,euclidean,eom,True,68,-0.0471,0.4015,0.776,0.10617177384548984,0.14837598425196855,0.9172953338921488,0.39061436399653576,0.5117335538688194
15,10,0.0,cosine,100,5,euclidean,eom,True,54,-0.0384,0.4222,0.7944,0.14372032801035822,0.19931102362204728,0.968706342553786,0.4372458980620639,0.5562133352820721
15,10,0.0,cosine,100,10,euclidean,eom,True,55,-0.0392,0.42,0.7872,0.14026758739749676,0.19389763779527552,0.9485889913383627,0.4275847388437117,0.5444282893679298
15,10,0.0,cosine,100,20,euclidean,eom,True,57,-0.0385,0.4193,0.786,0.14328873543375054,0.1921751968503937,0.9452360994691256,0.42690001058442323,0.5442624174514381
15,10,0.0,cosine,150,5,euclidean,eom,True,43,-0.0288,0.4628,0.7815,0.18515321536469573,0.29921259842519676,0.9326627549594858,0.47234285624979283,0.5589079851620907
15,10,0.0,cosine,150,10,euclidean,eom,True,43,-0.0296,0.4419,0.7903,0.18170047475183426,0.24778543307086615,0.9572506286672255,0.46224551216330867,0.5694755517095299
15,10,0.0,cosine,150,20,euclidean,eom,True,44,-0.0291,0.4432,0.7729,0.18385843763487267,0.2509842519685039,0.908633696563286,0.4478254620555542,0.5462460670990793
15,10,0.0,cosine,200,5,euclidean,eom,True,39,-0.023,0.5051,0.766,0.21018558480794128,0.40329724409448814,0.8893545683151719,0.5009457990725338,0.5497700765615566
15,10,0.0,cosine,200,10,euclidean,eom,True,39,-0.0304,0.4821,0.7757,0.17824773413897282,0.3467027559055117,0.9164571109248393,0.48046920032310797,0.5473524225319061
15,10,0.0,cosine,200,20,euclidean,eom,True,39,-0.0223,0.4949,0.7514,0.21320673284419506,0.3781988188976378,0.8485610505727856,0.4799888674382062,0.5308838917084904
30,3,0.0,cosine,10,5,euclidean,eom,True,944,0.059,0.7294,0.4539,0.5640914976262407,0.9552165354330708,0.01732327465772573,0.512210435905679,0.2907073861419832
30,3,0.0,cosine,10,10,euclidean,eom,True,649,0.0753,0.6948,0.4923,0.6344410876132931,0.8700787401574802,0.12461581447331666,0.5430452140813634,0.3795284510433049
30,3,0.0,cosine,10,20,euclidean,eom,True,420,0.1047,0.6483,0.5422,0.7613293051359517,0.7556594488188976,0.26404023470243093,0.5936763295524267,0.5126847699191913
30,3,0.0,cosine,20,5,euclidean,eom,True,485,0.0723,0.6468,0.5212,0.6214933103150626,0.7519685039370079,0.20536462699077956,0.5262754804142834,0.4134289686529211
30,3,0.0,cosine,20,10,euclidean,eom,True,410,0.0965,0.6361,0.5532,0.7259387138541217,0.7256397637795274,0.29477507683710547,0.5821178514902515,0.5103568953456136
30,3,0.0,cosine,20,20,euclidean,eom,True,344,0.105,0.6064,0.5855,0.7626240828657747,0.6525590551181103,0.38502374965074054,0.6000689625448752,0.5738239162582576
30,3,0.0,cosine,30,5,euclidean,eom,True,351,0.0955,0.6231,0.5729,0.7216227880880449,0.6936515748031495,0.34981838502374957,0.5883642493049813,0.5357205865558973
30,3,0.0,cosine,30,10,euclidean,eom,True,304,0.0867,0.6138,0.5946,0.6836426413465687,0.670767716535433,0.4104498463257894,0.5882867347359304,0.5470462438361791
30,3,0.0,cosine,30,20,euclidean,eom,True,273,0.1118,0.5993,0.6231,0.791972378075097,0.6350885826771654,0.49008102822017324,0.6390473296574786,0.6410267031476351
30,3,0.0,cosine,50,5,euclidean,eom,True,225,0.0986,0.6111,0.6261,0.735002157962883,0.6641240157480314,0.4984632578932663,0.6325298105347269,0.6167327079280747
30,3,0.0,cosine,50,10,euclidean,eom,True,196,0.0852,0.6153,0.639,0.6771687526974535,0.6744586614173227,0.5345068454875664,0.6287114198674475,0.6058377990925099
30,3,0.0,cosine,50,20,euclidean,eom,True,183,0.1031,0.6033,0.6585,0.7544238239102288,0.6449311023622045,0.5889913383626711,0.6627820882117015,0.6717075811364499
30,3,0.0,cosine,75,5,euclidean,eom,True,163,0.1012,0.6319,0.6499,0.7462235649546827,0.7153051181102362,0.5649622799664712,0.6754969876771301,0.655592922460577
30,3,0.0,cosine,75,10,euclidean,eom,True,81,-0.0488,0.4235,0.7475,0.09883470004315924,0.20250984251968498,0.8376641519977649,0.37966956485353637,0.46824942602046205
30,3,0.0,cosine,75,20,euclidean,eom,True,145,0.1144,0.6221,0.668,0.8031937850668968,0.6911909448818897,0.6155350656607993,0.7033065985365287,0.709364425363848
30,3,0.0,cosine,100,5,euclidean,eom,True,64,-0.0352,0.4313,0.7689,0.15753129046180403,0.22170275590551183,0.8974573903324953,0.42556381223327033,0.5274943403971497
30,3,0.0,cosine,100,10,euclidean,eom,True,65,-0.0434,0.4323,0.7626,0.1221406991799741,0.22416338582677167,0.8798547080189996,0.40871959767524846,0.5009977035994868
30,3,0.0,cosine,100,20,euclidean,eom,True,59,-0.0306,0.4169,0.7736,0.17738454898575742,0.18626968503937003,0.9105895501536742,0.42474792805960054,0.5439870495697158
30,3,0.0,cosine,150,5,euclidean,eom,True,50,-0.0309,0.436,0.7821,0.1760897712559344,0.23326771653543305,0.9343392008941046,0.44789889622849066,0.5552144860750194
30,3,0.0,cosine,150,10,euclidean,eom,True,49,-0.0428,0.4265,0.7879,0.1247302546396202,0.20989173228346453,0.9505448449287512,0.42838894395061206,0.5376375497841858
30,3,0.0,cosine,150,20,euclidean,eom,True,49,-0.0359,0.4204,0.7898,0.15451014242555025,0.1948818897637795,0.9558535903883766,0.4350818741925688,0.5551818664069634
30,3,0.0,cosine,200,5,euclidean,eom,True,41,-0.025,0.5049,0.7655,0.20155373327578763,0.4028051181102362,0.8879575300363229,0.49743879380744893,0.5447556316560553
30,3,0.0,cosine,200,10,euclidean,eom,True,39,-0.0214,0.5154,0.7633,0.21709106603366418,0.4286417322834644,0.8818105616093881,0.5091811199755055,0.5494508138215262
30,3,0.0,cosine,200,20,euclidean,eom,True,40,-0.0293,0.495,0.7673,0.1829952524816573,0.3784448818897637,0.8929868678401788,0.4848090007371999,0.537991060160918
30,5,0.0,cosine,10,5,euclidean,eom,True,789,0.0839,0.7068,0.4939,0.6715580492015537,0.8996062992125983,0.1290863369656329,0.5667502284599283,0.4003221930835933
30,5,0.0,cosine,10,10,euclidean,eom,True,614,0.0951,0.6884,0.5253,0.7198964177816142,0.8543307086614172,0.21682034087734003,0.5970158224401239,0.4683583793294771
30,5,0.0,cosine,10,20,euclidean,eom,True,397,0.1003,0.639,0.5752,0.7423392317652135,0.732775590551181,0.3562447611064545,0.610453194474283,0.549291996435834
30,5,0.0,cosine,20,5,euclidean,eom,True,465,0.0922,0.6447,0.5544,0.7073802330599913,0.7468011811023623,0.2981279687063426,0.5841031276228987,0.502754100883167
30,5,0.0,cosine,20,10,euclidean,eom,True,403,0.0979,0.6357,0.5756,0.7319810099266292,0.7246555118110236,0.35736239172953344,0.604666304489062,0.5446717008280813
30,5,0.0,cosine,20,20,euclidean,eom,True,345,0.1194,0.6177,0.6001,0.8247734138972809,0.6803641732283464,0.42581726739312653,0.6436516181729179,0.6252953406452038
30,5,0.0,cosine,30,5,euclidean,eom,True,330,0.0979,0.6218,0.5956,0.7319810099266292,0.6904527559055118,0.4132439228834871,0.6118925629052093,0.5726124664050581
30,5,0.0,cosine,30,10,euclidean,eom,True,289,0.1212,0.6218,0.6074,0.8325420802762192,0.6904527559055118,0.44621402626431983,0.6564029541486837,0.6393780532702695
30,5,0.0,cosine,30,20,euclidean,eom,True,267,0.1292,0.6142,0.6313,0.8670694864048338,0.6717519685039368,0.5129924559932941,0.6839379703006884,0.690030971199064
30,5,0.0,cosine,50,5,euclidean,eom,True,209,0.1036,0.6225,0.636,0.7565817867932672,0.6921751968503937,0.5261246158144733,0.6582938664860447,0.6413532013038703
30,5,0.0,cosine,50,10,euclidean,eom,True,195,0.1213,0.6164,0.6573,0.8329736728528269,0.6771653543307085,0.585638446493434,0.6985924912256564,0.7093060596731304
30,5,0.0,cosine,50,20,euclidean,eom,True,187,0.1274,0.6134,0.6651,0.8593008200258955,0.6697834645669289,0.6074322436434759,0.7121721760787668,0.7333665318346857
30,5,0.0,cosine,75,5,euclidean,eom,True,156,0.1233,0.6372,0.6586,0.8416055243849806,0.7283464566929133,0.5892707460184409,0.7197409090321116,0.7154381352017107
30,5,0.0,cosine,75,10,euclidean,eom,True,148,0.1351,0.6358,0.6758,0.892533448424687,0.7249015748031497,0.6373288628108409,0.7515879620128926,0.7649311556177639
30,5,0.0,cosine,75,20,euclidean,eom,True,141,0.1281,0.6326,0.6727,0.8623219680621492,0.7170275590551182,0.6286672254819782,0.7360055841997485,0.7454945967720636
30,5,0.0,cosine,100,5,euclidean,eom,True,59,-0.0385,0.4169,0.7796,0.14328873543375054,0.18626968503937003,0.9273540094998602,0.4189708099909936,0.5353213724668053
30,5,0.0,cosine,100,10,euclidean,eom,True,60,-0.0373,0.4183,0.7774,0.14846784635304272,0.18971456692913385,0.9212070410729254,0.419796484785034,0.534837443712984
30,5,0.0,cosine,100,20,euclidean,eom,True,60,-0.036,0.42,0.7843,0.1540785498489426,0.19389763779527552,0.9404861693210395,0.4294874523217525,0.547282359584991
30,5,0.0,cosine,150,5,euclidean,eom,True,45,-0.0383,0.4311,0.7714,0.14415192058696588,0.22121062992125978,0.9044425817267393,0.423268377411655,0.5242972511568526
30,5,0.0,cosine,150,10,euclidean,eom,True,47,-0.0303,0.4532,0.7688,0.17867932671558048,0.2755905511811023,0.8971779826767255,0.4504826201911361,0.537928654696153
30,5,0.0,cosine,150,20,euclidean,eom,True,48,-0.0297,0.4479,0.7721,0.18126888217522655,0.26254921259842523,0.9063984353171277,0.45007217669692645,0.5438336587461772
30,5,0.0,cosine,200,5,euclidean,eom,True,36,-0.0222,0.4944,0.7491,0.21363832542080274,0.37696850393700787,0.8421346744900811,0.4775805012826306,0.5278864999554419
30,5,0.0,cosine,200,10,euclidean,eom,True,38,-0.021,0.5026,0.7489,0.2188174363400949,0.39714566929133865,0.8415758591785416,0.485846321603325,0.5301966477593183
30,5,0.0,cosine,200,20,euclidean,eom,True,39,-0.0286,0.4949,0.7529,0.18601640051791107,0.3781988188976378,0.8527521654093323,0.4723224616082937,0.5193842829636217
30,10,0.0,cosine,10,5,euclidean,eom,True,822,0.0981,0.7153,0.489,0.7328441950798446,0.9205216535433071,0.11539536183291424,0.5895870701520219,0.4241197784563794
30,10,0.0,cosine,10,10,euclidean,eom,True,634,0.1051,0.6942,0.5187,0.7630556754423824,0.8686023622047244,0.19837943559653554,0.6100124910812141,0.48071755551945894
30,10,0.0,cosine,10,20,euclidean,eom,True,407,0.1028,0.6521,0.5714,0.7531290461804055,0.765009842519685,0.34562727018720324,0.6212553862957645,0.5493781581838044
30,10,0.0,cosine,20,5,euclidean,eom,True,471,0.1032,0.6399,0.5555,0.7548554164868364,0.7349901574803149,0.30120145291981004,0.5970156756289872,0.5280284347033233
30,10,0.0,cosine,20,10,euclidean,eom,True,411,0.1113,0.6399,0.5766,0.7898144151920586,0.7349901574803149,0.36015646828723114,0.6283203469865349,0.5749854417396449
30,10,0.0,cosine,20,20,euclidean,eom,True,353,0.1262,0.6249,0.5969,0.8541217091066033,0.6980807086614172,0.416876222408494,0.6563595467255049,0.6354989657575487
30,10,0.0,cosine,30,5,euclidean,eom,True,334,0.1115,0.6171,0.6004,0.790677600345274,0.6788877952755904,0.42665549036043604,0.6320736286604335,0.608666545352855
30,10,0.0,cosine,30,10,euclidean,eom,True,303,0.1146,0.6178,0.6141,0.8040569702201121,0.6806102362204725,0.4649343392008941,0.6498671818804929,0.6344956547105032
30,10,0.0,cosine,30,20,euclidean,eom,True,273,0.1277,0.5996,0.6375,0.8605955977557186,0.6358267716535433,0.5303157306510198,0.6755793666867606,0.6954556642033691
30,10,0.0,cosine,50,5,euclidean,eom,True,97,-0.0717,0.3412,0.7819,0.0,0.0,0.9337803855825652,0.3112601285275217,0.4668901927912826
30,10,0.0,cosine,50,10,euclidean,eom,True,194,0.1114,0.6036,0.6684,0.7902460077686663,0.6456692913385826,0.6166526962838782,0.6841893317970423,0.7034493520262722
30,10,0.0,cosine,50,20,euclidean,eom,True,88,-0.0615,0.358,0.7758,0.0440224428139836,0.0413385826771653,0.9167365185806092,0.33403251469058604,0.4803794806972964
30,10,0.0,cosine,75,5,euclidean,eom,True,76,-0.0588,0.3671,0.7858,0.05567544238239103,0.06373031496062986,0.9446772841575861,0.35469434716686904,0.5001763632699886
30,10,0.0,cosine,75,10,euclidean,eom,True,74,-0.0566,0.3757,0.786,0.06517047906776004,0.0848917322834645,0.9452360994691256,0.36509943694011665,0.5052032892684428
30,10,0.0,cosine,75,20,euclidean,eom,True,69,-0.0439,0.3826,0.7811,0.11998273629693568,0.10187007874015745,0.9315451243364069,0.3844659797911667,0.5257639303166712
30,10,0.0,cosine,100,5,euclidean,eom,True,61,-0.0478,0.3934,0.7953,0.10315062580923606,0.12844488188976383,0.9712210114557139,0.4009388397182379,0.5371858186324749
30,10,0.0,cosine,100,10,euclidean,eom,True,61,-0.0475,0.3934,0.7941,0.10444540353905912,0.12844488188976383,0.9678681195864768,0.4002528016717666,0.5361567615627679
30,10,0.0,cosine,100,20,euclidean,eom,True,60,-0.0386,0.4083,0.7875,0.14285714285714285,0.1651082677165354,0.949427214305672,0.41913087495978346,0.5461421785814075
30,10,0.0,cosine,150,5,euclidean,eom,True,45,-0.0332,0.4467,0.8056,0.16616314199395768,0.2595964566929133,1.0,0.47525319956229034,0.5830815709969789
30,10,0.0,cosine,150,10,euclidean,eom,True,47,-0.0349,0.4234,0.7989,0.1588260681916271,0.20226377952755903,0.9812796870634257,0.44745651159420397,0.5700528776275264
30,10,0.0,cosine,150,20,euclidean,eom,True,46,-0.0344,0.4348,0.8011,0.1609840310746655,0.23031496062992127,0.9874266554903606,0.4595752157316491,0.574205343282513
30,10,0.0,cosine,200,5,euclidean,eom,True,35,0.0024,0.5371,0.779,0.3198100992662926,0.4820374015748031,0.9256775635652418,0.5758416881354459,0.6227438314157672
30,10,0.0,cosine,200,10,euclidean,eom,True,37,-0.0186,0.5027,0.7892,0.22917565817867933,0.3973917322834646,0.9541771444537581,0.5269148449719673,0.5916764013162187
30,10,0.0,cosine,200,20,euclidean,eom,True,38,-0.02,0.5053,0.7798,0.22313336210617174,0.40378937007874005,0.9279128248114,0.5182785189987706,0.5755230934587858
50,3,0.0,cosine,10,5,euclidean,eom,True,869,0.0581,0.744,0.4484,0.5602071644367717,0.9911417322834645,0.0019558535903884716,0.5177682501035415,0.2810815090135801
50,3,0.0,cosine,10,10,euclidean,eom,True,562,0.0748,0.697,0.5145,0.6322831247302547,0.8754921259842517,0.186644314054205,0.5648065215895706,0.40946371939222986
50,3,0.0,cosine,10,20,euclidean,eom,True,348,0.0961,0.6359,0.5727,0.7242123435476909,0.7251476377952756,0.3492595697122101,0.5995398503517255,0.5367359566299506
50,3,0.0,cosine,20,5,euclidean,eom,True,439,0.0771,0.6554,0.5404,0.6422097539922312,0.7731299212598424,0.25901089689857504,0.5581168573835495,0.45061032544540314
50,3,0.0,cosine,20,10,euclidean,eom,True,365,0.0881,0.6364,0.5748,0.6896849374190763,0.7263779527559053,0.35512713048337524,0.5903966735527856,0.5224060339512258
50,3,0.0,cosine,20,20,euclidean,eom,True,297,0.097,0.6061,0.6071,0.7280966767371602,0.6518208661417322,0.4453758032970103,0.6084311153919676,0.5867362400170852
50,3,0.0,cosine,30,5,euclidean,eom,True,316,0.0989,0.6367,0.5835,0.736296935692706,0.7271161417322834,0.37943559653534514,0.6142828913201116,0.5578662661140256
50,3,0.0,cosine,30,10,euclidean,eom,True,263,0.0952,0.6091,0.6133,0.7203280103582218,0.6592027559055117,0.46269907795473586,0.6140766147394898,0.5915135441564788
50,3,0.0,cosine,30,20,euclidean,eom,True,238,0.101,0.5975,0.6309,0.7453603798014674,0.6306594488188977,0.5118748253702152,0.6292982179968601,0.6286176025858413
50,3,0.0,cosine,50,5,euclidean,eom,True,90,-0.0493,0.3844,0.7604,0.09667673716012086,0.10629921259842523,0.8737077395920648,0.3588945631168703,0.4851922383760928
50,3,0.0,cosine,50,10,euclidean,eom,True,91,-0.0488,0.3857,0.7611,0.09883470004315924,0.10949803149606294,0.8756635931824532,0.36133210824055845,0.4872491466128062
50,3,0.0,cosine,50,20,euclidean,eom,True,162,0.1068,0.6037,0.6489,0.7703927492447129,0.6459153543307087,0.5621682034087735,0.659492102328065,0.6662804763267431
